mean_temp,min_temp,max_temp,dewpoint_temp,pressure,humidity,cloud,rainfall,low_visibility_hour,sunshine,radiation,evaporation,wind_direction,wind_speed
27.5,26.3,28.9,25.9,1009.9,91,88,12.8,0,0.1,5.85,0.6,170,20.4
29.3,27.1,32.3,25.5,1009.7,81,77,1.2,0,7.4,21.02,4.5,190,19.1
29.4,27.5,32.1,24.9,1008.5,77,83,0.6,0,5.9,17.38,3.4,190,14.6
29.5,27.6,32.7,25.3,1010.1,78,68,0,0,9.6,24.39,5,130,12.5
29.6,27.9,32.9,25.6,1011,79,76,0,0,7.4,21.89,4.3,110,12.1
30.2,28.2,33.5,26,1008.8,79,67,0,0,9.7,25.15,6.1,100,14.9
29.3,27.4,32.8,25.8,1007.6,82,72,2.3,0,8.3,23.94,4.5,100,21.1
28.7,27,32.1,25.6,1007.4,84,82,8.8,0,5.1,18.83,4.6,90,26.8
27.4,26.1,28.5,25.6,1007.8,90,88,21,0,0.6,7.28,2.9,100,32.8
26.2,24.4,28.8,25.2,1008.9,95,88,184.6,0,0.3,5.95,1.2,80,32.1
25.7,24.6,27.8,25,1011.2,96,91,134.3,0,0,3.9,0.1,120,25.6
27.4,24.5,30.8,25.4,1009.3,89,84,12.6,0,7.1,21.14,3.6,90,17
28.6,27.2,30.8,25.8,1008.6,85,88,2,0,6.3,19.29,3.8,80,25
29.3,27.6,32.2,25.6,1009.4,81,79,0.2,0,7.2,21.72,4.8,80,29.7
29.2,26.5,33.1,25.4,1008.8,81,75,3.3,0,8.4,23.13,5.2,80,20
27.2,25.6,28.8,24.8,1005.7,87,86,46.5,0,0.1,5.16,3.9,10,26
27.9,25.8,31.2,25.8,1005.5,89,74,3.3,0,4.6,15.79,2.6,90,19.9
29.6,27.7,33.1,25.6,1005.1,80,55,0,0,10.4,26.27,5.2,100,15
29.8,27.1,34.4,25.2,1004.1,77,60,0,0,10.1,26.45,5.7,80,10.8
29,28,30.6,25.3,1003.4,80,80,0,0,2.9,10.45,2.5,80,28.6
30.3,28.1,34.4,24.7,1003.6,73,57,0,0,10.2,25.04,5.5,60,23.2
30.8,28.8,33.8,25.2,999.9,72,69,0,0,7.3,19.54,4.8,270,17.8
31.8,29.6,34.8,26.4,996,74,69,0,4,11,23.45,5.9,300,24.3
30.7,29.8,32.4,26.7,997.9,79,83,0,0,3.6,15.07,3.8,250,38.8
30.5,28.3,33.2,26.7,1001.4,80,88,5.9,0,4.6,15.34,7.3,230,30.7
29.3,27.3,31,26,1002.2,83,88,14.8,0,1.9,11.37,2.4,230,15.5
27.8,25.3,29.8,25.6,1001.8,88,90,66.7,0,0.9,11.04,3.2,70,6.2
27.6,25.9,29.3,25.5,1003,89,79,19.3,0,1.4,7.55,1,240,11.2
30,27.1,34,26.1,1005.5,80,46,0.9,0,8.9,21.49,4.3,160,7.1
30.3,28.5,32.9,26,1006.4,78,61,0,0,11,26.17,5.9,240,19.1
30.5,27.3,33,25.9,1006.3,77,66,6.9,0,10.3,26.09,5.9,240,24.6
30.4,28.4,32.8,26.1,1006.6,78,74,1.9,0,8.3,23.23,5.5,240,33.1
29.6,26.3,31,25.9,1006.1,81,85,14.3,0,1.6,11.24,2.5,240,35.4
29.6,27.6,31.4,26,1006.1,81,88,11.1,0,2.5,12.82,2.8,230,30.5
30,28.9,31.6,26.1,1007.6,79,82,3.5,0,5,14.21,3.4,220,23.2
30,29,32.5,25.4,1008.7,76,72,0,0,9.9,24.05,5.3,230,24.7
29.8,28.6,32.4,25.1,1009.1,76,59,0,0,8.6,23.61,5.2,230,22.5
29.9,28.8,32.5,25,1008.8,75,58,0,0,9.4,22.99,5.2,240,23.6
29.8,28.1,32.9,24.6,1008.4,74,66,0.2,0,9.6,23.92,5.1,240,17.6
29.3,28.2,31.2,24.4,1008.3,75,81,0,0,7.3,17.96,4.3,250,9.4
29.9,27.9,33,24.5,1009.1,73,71,0,0,10.3,21.83,4.6,220,6.4
30.4,28.1,34.3,25.5,1010.3,76,60,0,0,7.9,20.18,4.1,130,6.5
30.6,28.4,34,24.5,1009.8,71,61,0,0,10.2,24.65,5.5,30,7.7
30.5,28.5,33.4,25.3,1007.1,75,29,0,0,10.2,25.47,5.7,250,13.6
31.3,28.6,34.5,25.5,1003.2,72,42,0,0,10.1,23.55,5.3,260,19.2
30.9,28,36.6,26.1,999.7,76,74,2,3,7.3,18.32,5.1,20,14.9
26.9,25.4,29.5,24.8,996.9,89,93,67.1,0,0.1,2.22,1.4,160,59.7
29.1,27.3,31.5,26.4,1007.8,86,85,0,0,7,21.09,3.9,110,23.6
29.2,27.8,32.7,25.6,1008.3,81,81,0.1,0,5.9,17.34,3.7,60,18.6
29.8,26.2,34.3,24.3,1006.4,73,65,6.3,0,9.9,25.58,5.2,60,28.3
25.6,24,26.9,24.6,1004.3,95,89,165.3,0,0,1.5,1.9,160,62
25.2,24.5,26.3,24.6,1010.2,96,90,98.3,0,0,2.97,0.7,140,17.1
28.2,24.6,31.4,24,1010.1,79,34,0,0,11.1,24.59,4.6,20,11.8
28.9,27,31.6,24.8,1008.3,79,49,0.4,5,7.3,15.74,3,240,9.9
28.9,26.2,32.8,24.3,1007.3,77,80,4.1,0,6.9,17.33,3.9,350,6.7
27.9,26.1,31.7,24.6,1005.6,83,85,6.5,7,2.4,11.11,3,290,10.3
27.9,26.4,30.4,24.8,1004.5,83,88,1,5,1.1,11.18,2.8,270,10.5
27.3,25.6,29.9,25.1,1005.4,88,88,23.8,2,0.8,8.61,1.7,270,24.7
26.4,25.3,27.6,24.4,1006.7,89,90,32.8,0,0.2,5.63,0.6,240,38.8
28.3,25.9,30.7,25.8,1008.5,87,83,6.4,0,2.6,10.46,1.5,180,12.2
29.1,27.3,32.3,25.6,1007.5,82,82,0,0,7.2,17.36,3,190,7.2
28.5,27.5,30.7,25.4,1008.2,84,86,1.8,0,1.1,9.01,1.4,280,5.2
28.4,26.9,30.9,25.2,1009.3,83,64,1.1,0,6.5,15.32,2.7,180,9.9
28.1,26,32,25.5,1009,86,77,25.8,0,4,12.98,4.9,160,10.5
29.1,26.7,32.2,25.3,1010.1,81,68,0,0,8.3,21.99,4.8,190,10.5
29.8,27.6,32.4,24.9,1009.7,75,30,0,0,10.8,22.85,5.1,200,9.3
29.9,27.9,32.8,25.5,1009.3,77,51,0.6,5,5.8,13.89,3.6,50,7.8
30,28.3,34,24.4,1009.5,73,71,0,0,8.6,19.15,5.8,70,33.3
29,27.6,31.5,21.5,1008.5,64,76,0,0,6.8,17.82,3.9,70,36
29.4,27.8,33.2,24.8,1009.5,77,76,0,0,4.9,15.96,3.6,70,15.2
29.9,27.7,32.6,24.3,1009.9,73,52,0,3,10.6,20.83,5.1,260,15.3
30.1,28.5,32.6,24.5,1009.4,72,36,0,3,8.5,16.75,3.6,270,9.8
29.7,27.8,32.9,24.8,1009.8,75,30,0,0,10.9,22.55,5.1,90,14.5
29.1,27.6,32.2,24.1,1010.2,75,39,0,0,9.3,22.21,4.6,90,16.1
29.3,27.6,32,25.1,1009.3,78,73,0.2,0,6.8,16.12,3.2,90,15
29.4,27.9,32,25.3,1008.6,79,70,0,0,7.9,15.01,3,80,13.2
29.1,26.1,32,25.9,1009.9,83,72,17.9,0,6.9,17.39,3.6,80,24.2
29,26.7,31.4,26.1,1010.8,85,75,33.4,0,5.5,16.63,3.7,80,30.3
28.8,27.1,30.5,25.7,1008.8,84,81,5.6,0,2.4,9.99,2.3,100,39.8
29.4,27.7,31.9,25.8,1010.1,81,81,0.5,0,5.4,15.48,2.1,120,26.5
29.7,27.8,32.9,25.4,1011,78,41,0,0,9.6,20.13,4.3,120,9.8
29.9,27.7,33,25.6,1009.6,78,34,0,1,7.9,14.69,3,200,6.2
30.3,28.2,34.1,24.6,1009.2,72,25,0,0,10.9,21.67,4.3,130,7.7
30.2,28.8,33.1,25.8,1012.2,78,63,0,0,8.9,21.42,5.3,90,21.1
28.3,25.9,30.3,25.6,1013.7,86,72,35,0,4.5,10.38,2.2,80,34.7
28.4,27.6,30.1,25.9,1011.7,86,80,6.6,0,2.9,11.23,3.3,90,28.5
29.2,26.4,32.7,26,1011.1,83,66,3.6,0,8.7,20.73,4,90,21.6
30.1,28.3,33.5,25.8,1012.3,78,52,0,0,9.7,21.62,4.6,90,18.3
28.7,27.5,31,25.3,1014,82,76,9.5,0,2.4,9.9,5.7,80,35.7
28.5,27.5,30.3,23.8,1013.3,76,76,0,0,6.7,15.27,3.2,70,38.8
28.9,27.4,31.1,23.9,1013.1,75,83,0.2,0,8.9,18.67,4.3,70,36.4
29.3,27.9,31.7,24.2,1013,74,76,0,0,8.5,18.83,4.5,70,39.7
28.9,27.3,31.5,23.9,1011.8,75,82,0,0,6.8,15.49,4,70,36.8
29.4,28.1,30.9,23.6,1010.1,71,85,0,0,3.8,11.57,3.4,70,53.3
29.8,28.6,32.3,24.5,1010.8,74,69,0,0,9,17.68,4.1,70,38.9
29.8,28.3,32.5,24.4,1011.2,73,43,0.2,0,10.4,22.74,4.6,70,31.9
29.5,27.6,32.7,23.1,1009.9,69,69,0,0,8.4,19.55,5.9,80,24.8
27,24.5,30.6,19.5,1007.9,64,59,0,0,10.7,22.15,6.1,360,34.8
24.5,21.9,25.6,18.1,1004.5,68,88,0.4,0,0,5.82,3,350,51.5
23.3,20.4,26.9,21.3,1000.3,89,89,20.7,0,0.3,6.11,0.4,360,65.7
26.7,25.6,27.5,25,1008.1,91,88,17.1,0,1.5,7.8,1.9,70,42.3
25.8,24.7,27.6,23.4,1012.2,87,89,41.3,0,0.6,6.53,1.9,60,44.6
26.2,24,29.5,21.1,1013,74,67,0,0,9.6,19.99,4.5,360,25.2
25.4,23.4,27.9,19.7,1011.9,71,70,0,0,5,12.95,3.8,350,33.5
24.1,22.3,27.8,18.1,1012.1,69,72,0,0,4.6,14.3,4,360,34.4
23.6,21.6,27.2,16.2,1012.1,64,33,0,0,10.5,20.54,4.7,360,33.3
22.9,20.2,26.3,14.7,1012.4,60,9,0,0,10.4,19.85,4,350,24.7
23.7,20.8,27.7,15.9,1015.6,62,6,0,0,7.4,16.21,3,360,22.5
24.4,22.5,27.3,17.3,1018.5,65,14,0,0,10.2,19.57,2.8,70,29.1
24.1,22.7,26.4,18.1,1018.8,69,18,0,0,10,19.3,3.7,70,32.3
24.4,22.1,28.1,18.7,1016.3,71,18,0,0,10.3,18.61,4.1,70,15.2
24.9,22.1,28.6,16.4,1013.9,60,40,0,0,10.5,18.94,4.9,360,10.2
24.8,22.5,28,14.9,1014.8,54,21,0,0,10.2,18.85,5.4,360,18.5
24.1,21.7,27,13.9,1018,53,31,0,0,10.3,18.88,6,360,31.9
22.7,20.5,25,13,1020.9,55,55,0,0,10.2,18.2,4.5,360,30.7
22,19,25,14.1,1019.7,61,51,0,0,10.1,18.96,3.8,70,31.2
23,20.5,26.4,16.1,1017.2,66,29,0,0,10.3,19.57,4.1,60,26.4
23.8,20.9,27.8,16.9,1014.3,67,22,0,0,10.3,19.35,4.4,60,19.7
24.5,22,27.6,16.7,1015.5,63,64,0,0,10.2,17.73,4.4,360,30.2
23.6,20.7,25.8,14.8,1018.9,58,86,0.3,0,1.5,10.45,4,60,35.9
23,20.3,25.6,15.8,1018.5,64,78,0,3,8.3,15.83,3.6,70,32.2
23.3,21.3,25.8,17.1,1016.4,68,87,0,0,1.5,9.91,2.6,60,28.3
23.6,21.8,26,18.9,1016,75,88,0.3,2,0,5.55,2.3,360,22.4
24.6,23.1,27.3,20.6,1015.9,78,88,0,0,1,8.34,2.7,80,25
24.4,22.8,26.8,19.4,1015.8,74,77,0,0,6.2,14.76,3.5,70,40.8
25,22.9,28.4,20,1014.9,74,56,0,8,9.2,17.56,3.6,70,27.1
24.7,23.4,26.5,20.6,1014.1,78,89,0,0,1.5,8.24,2.6,70,37.4
22.1,21.1,23.5,19.8,1013.6,87,93,14.7,0,0,3.82,2,70,44.1
21.9,21.5,22.7,20.3,1013.2,91,95,12.5,0,0,3.3,1.2,70,35.9
23,22,24,20.9,1014.6,88,88,0.2,0,0.2,6.04,1.7,70,28.5
23.2,22.6,23.9,20.3,1016,84,84,0,0,0.1,6.55,2.1,60,30.8
23.4,22.2,26.2,19.9,1015.1,81,68,0,0,7.9,16.65,2.7,60,29
24.2,22.9,26.2,21.3,1011.6,84,42,0,0,9.8,17.2,2.4,50,13.1
23.9,20.1,26.5,20.8,1012.2,83,60,1.9,1,3.2,7.21,2.7,360,20.2
19.9,19.4,20.2,17,1017.7,84,88,1,0,0,3.36,1.7,60,41.5
19.3,17.9,20.3,15.4,1018.8,78,91,0,0,0,6.22,2.3,360,29.3
19.3,17.5,21.4,15.1,1018,77,88,0,0,0.6,6.94,2.4,10,23
19.8,17.3,22.9,14,1016.5,70,60,0,0,9,16.83,4,350,26.4
17.8,15.5,20.3,10.9,1019.9,64,47,0,0,5.4,13.44,3.5,360,34.1
18,16.5,20.8,11.3,1022.1,65,86,0,0,3.8,11.51,2.8,360,28.5
18,16.9,19.1,13.1,1021.5,73,88,0,0,0,5.65,1.9,10,21.8
19.7,18.1,22.4,14.8,1020.2,73,73,0,0,4.7,11.29,2.7,10,13.8
20.3,18.5,22.1,16.3,1018.1,78,84,0,2,0.7,8.93,2.1,50,29.3
22.2,20.6,24.6,18.3,1017.4,79,76,0,11,2.4,9.05,1.7,50,28.1
23.8,21.6,26.4,20.4,1016.9,82,74,0,5,5.7,13.9,1.7,50,26.4
22.3,21.8,23.2,20.5,1016.9,90,86,0.3,0,0.8,3.56,2,70,34.6
21.2,19.7,23.2,16.2,1018.8,73,74,0,0,3.7,10.29,3.1,360,27
20.1,17.5,22.9,15,1019.1,73,65,0,0,8.5,14.54,2.5,360,23.5
20.6,18.9,22.9,16.1,1017.7,76,52,0,3,7.6,14.34,2.6,10,15.2
20.1,18,22.3,14.7,1018.3,71,36,0,2,9.4,16,3.4,360,18.4
18.9,17.7,20.4,13.5,1020,71,78,0,0,2.7,8.11,2.2,10,23.3
18.8,17.5,21.1,13.9,1018.5,73,41,0,0,8.8,15.49,2.4,70,28.2
19.4,17.8,21.8,13.4,1018.2,69,57,0,4,5,11.45,3.9,70,24.6
17.6,15.3,19.4,6.5,1021.2,49,9,0,0,9.6,16.14,4.2,360,39.4
15.5,13.3,18,6.8,1019.7,56,15,0,20,9.3,14.7,2.2,80,18.9
17.8,14.9,20.4,9.7,1018.2,60,37,0,20,7.3,13.57,3.9,10,12.4
18.9,17,21.1,10.4,1018.3,58,57,0,0,9.6,15.63,2.9,70,28.6
18.6,17.4,20.6,12.9,1018.4,70,83,0,0,2.7,10.11,2.7,70,36.3
18.4,17.9,19,14.7,1017.7,79,89,0,0,0.2,4.52,2.5,70,48.6
19.3,18,21.1,15.3,1018.1,78,84,0,5,4,10.57,2.1,70,37.7
19.6,18.5,21.3,16.2,1019.2,81,79,0,3,5.2,12.53,2.9,70,32.5
15.8,12.2,19.5,9.7,1023.4,67,69,0,0,6.1,13.81,4.3,360,43.5
12.3,10.8,14,5.8,1026.6,64,81,0,5,0.2,6.49,2.7,360,39.4
12.8,9.8,15.8,4.4,1025.5,57,23,0,14,9.4,16.23,2.5,360,32.7
13.6,10.7,16.5,2.1,1025.6,46,40,0,0,7.8,15.9,4.6,360,38.7
15.2,12.4,17.8,1.5,1027.3,40,29,0,0,9.2,17.41,5.1,360,36.3
15,12.4,17,5.2,1025.7,53,23,0,0,9.4,17.52,2.9,70,37.5
16.8,14.5,19.1,10,1021.2,65,52,0,0,8.9,15.21,2.5,50,31.8
19,17.1,21.1,14,1017.5,73,91,0,5,0.3,6.51,1.9,40,17.4
20.2,18.1,23.1,11.7,1018.1,60,28,0,11,9.4,15.62,5.2,360,22.8
17.7,16.3,19.7,7.6,1019.8,53,64,0,0,8.6,14.97,2.9,360,29.1
17.6,16.3,19.7,12.5,1021,73,69,0,1,7.3,13.47,2.6,70,33.8
17.6,16.2,19.4,13.1,1021.2,75,51,0,0,9.2,16.47,3.3,70,37.1
18.5,17.1,20.6,14.1,1020.7,76,84,0,2,2.9,9.26,1.7,60,29.4
19,17.7,21.5,14.9,1021.3,77,46,0,3,9.1,16.63,2.8,70,21.9
19.5,17.6,22.6,14.1,1021.6,71,44,0,5,8.7,16.25,3.6,50,23.7
18.1,15.9,21,11.4,1021.5,65,33,0,3,9.5,16.49,2.8,360,27.4
17.3,16.3,19,13.3,1020.5,78,75,0,21,3,9.99,2.4,70,28.4
17.8,16,19.2,13.9,1019.3,78,77,0,10,3.6,10.18,2.4,60,31.8
19.4,18.2,22,14.9,1018.5,76,79,0,0,8.4,14.62,1.9,60,32.3
18.8,18.1,20.5,15.7,1016.7,82,86,0.2,0,0.6,6.88,1.3,60,32.4
19.3,17.2,22.8,17.1,1015.3,87,88,0.2,7,0.2,6.04,0.9,60,25.5
16.2,15.9,17.3,15,1014.6,92,94,3.7,0,0,2.07,2,60,47.3
16.8,15.7,17.6,15.7,1014.3,93,95,16.2,0,0,4.28,0.1,50,32.9
15.1,9.5,18.7,14.3,1015.2,95,91,11.6,0,0,1,2.3,360,28.8
9,7.9,10.7,5.9,1023.1,82,97,9.9,2,0,3,2.4,350,38.5
12.8,10.5,15.2,1.5,1024.9,46,82,0,0,2.9,9.28,3.3,360,33.9
13.8,12.1,16.1,1,1026.1,42,37,0,0,9.3,18.11,4.2,360,31
12.8,10.5,15.3,1.3,1027.1,46,11,0,0,9.8,18.46,2.6,360,30.3
12.9,11.3,14.6,6.8,1026,67,18,0,0,9.7,18.19,2.5,70,42.8
14.2,12,17.2,8.7,1022.9,70,11,0,0,9.9,18.15,1.9,60,30.5
15.3,13,18.2,11.6,1018.9,79,16,0,0,9.6,17.8,1.7,60,24.9
17.8,14.8,22.6,13.1,1015.4,75,23,0,0,9.6,17.33,2,40,13.9
19.8,15.9,25.5,11.5,1014.4,60,9,0,11,9.8,16.78,2.5,30,9.4
19.2,15.9,24,14.7,1016.6,76,39,0,2,9,17.36,1.8,40,22.3
18.6,17.9,19.3,16.7,1017.8,89,92,0.8,1,0,2.82,0.9,50,22
19.1,17.4,22.7,15.3,1016.8,79,70,0,2,7.7,15.37,2.4,60,26.1
18.7,16.8,21.5,15.3,1015.6,81,78,0,11,4.9,11.64,1.9,60,23.3
20,17.1,24.8,16.3,1013.9,80,62,0,19,8,13.95,2.1,20,8.5
19.2,17.2,22.8,15.3,1015.3,78,79,0,9,4.7,12.85,2.5,70,23.9
17.7,16.6,18.6,13.8,1015.5,78,80,0,0,7.7,14.94,2.8,60,41.8
17.2,16.1,18.8,13.4,1015.7,79,82,0,0,5.7,13.73,2.4,60,40.3
17.1,15.6,18.3,14.5,1017.2,85,95,0,5,0.2,4.73,1.2,60,30.8
15.5,14,17.1,12.2,1017,81,90,0,2,1.6,8.92,1.7,60,36.4
16.5,12.6,18.4,13.3,1014.7,81,88,0,8,0,4.18,2.2,360,22
10.5,8.9,12.9,6.5,1020.1,76,94,0.1,0,0,3.04,0.9,350,34.3
10.1,8.9,11,7,1020.4,82,100,0.2,2,0,2.05,1.3,30,33
9.4,7.8,10.6,7.4,1021,87,86,19.3,0,0.2,4.16,2,350,37.1
10.2,6.8,12.3,3.7,1022.2,64,76,0,0,2,7.9,2.2,350,29.2
11.1,9.3,12.3,4.6,1024.6,64,88,0,0,0,4.14,2.3,350,37.7
10.2,8.8,11.8,1.6,1025.9,55,88,0,0,0,5.82,2.3,350,34.3
10.2,9.1,11.7,0.4,1026.1,51,88,0,0,0,6.25,2.2,360,33.3
9.8,8.1,11.8,0.9,1026.6,48,79,0,0,1.7,10.06,2.9,350,32.3
11.1,7.9,14.2,1,1023.7,50,48,0,0,10.1,18.75,2.4,360,32.2
12.7,10.5,15.3,3.8,1021,56,79,0,0,1.4,9.87,2.7,50,24.9
14,11.3,16.7,6.3,1018.8,61,73,0,0,8.1,17.1,2.5,360,24.4
15.5,13.7,17.1,11.3,1016.5,76,90,0,3,1.4,8.41,1.4,50,24.1
18,15.9,22.1,14.1,1017.4,78,71,0,17,6.9,14.92,3.2,50,15.4
16.1,14.5,19.7,8.8,1022.7,63,78,0,1,7.1,14.78,3.3,360,23.7
14.9,11.9,19,6.8,1026.4,59,26,0,0,10.3,19.39,2.9,360,20.4
15.2,12.8,18.4,8,1023.8,64,32,0,0,10.5,20.41,3.7,60,25.3
16.8,14.6,18.6,8.4,1019.1,58,74,0,0,2.3,10.41,1.8,30,17.6
19.8,17.2,24,15.4,1016,76,57,0,0,4.7,13.16,1.8,10,8.4
20.6,17.5,24.8,16.4,1015,78,10,0,2,10.2,19.79,2.3,210,6.2
17.7,16.6,20.2,15.1,1016.9,85,72,0,4,2.7,8.3,2.5,80,35.5
18.3,16.5,20.2,14.6,1017.6,79,87,0,0,0.4,7.26,1.5,50,22.7
21.4,19.5,24.4,18,1016,81,82,0,2,2.8,10.23,1.7,20,12.4
21,18.8,25,18.6,1014.3,86,83,0,5,1.5,10.41,2.4,30,16.6
18.2,16.7,19.4,15.4,1014.9,84,92,0,2,0,5.53,1.5,30,29.2
15.1,13,16.8,13.2,1018.2,89,100,2.3,0,0,1.92,1,360,33.7
14.8,12.8,16.5,12.2,1019.9,85,87,2,0,1.4,7.29,1.5,60,27.7
18.3,15.5,20.8,13.2,1019,72,86,0.2,5,2.8,12.38,1.9,60,21.4
20.4,18.4,23.5,16.8,1018,80,81,0,8,4.9,15.06,2.9,10,16
17.3,16.5,18.7,14.1,1019.8,81,83,0,0,0.1,5.97,2,60,25.5
19.1,15.8,23.2,13.6,1017.3,71,83,0,0,8.5,20.18,3,60,22.3
21.4,18.5,26.2,17.6,1013.7,79,57,0,0,6.9,16.17,2.1,30,10.9
21.3,19.4,24.8,18.9,1012.5,86,47,0,1,7.4,18.2,3.1,30,10.2
21.3,19.5,24.7,17.3,1012.1,78,80,0,3,5.4,16.23,2.9,40,18
22,21,23.6,20.4,1011.2,91,86,0,0,0.5,9.69,1.5,20,14
24,21.9,27.3,22,1011,89,86,0,0,0.5,6.58,1.2,140,8
25.1,23.4,27.8,22.1,1012.4,84,71,0,0,7.9,17.26,3.6,160,7
19.8,18.3,23.5,16.7,1017.2,83,82,0,1,1.8,9.68,3.4,60,32
19.1,17.6,20.6,15.5,1016.7,79,86,0,0,1.1,9.55,2.4,60,31.1
14.5,12.5,20.5,11.4,1019.4,82,90,20.3,0,0,3.85,2.4,360,41.4
14.8,11.1,19.8,7.4,1022.8,61,12,0,0,10.7,24.94,3.2,360,27.2
16.7,13.7,20.3,10,1022.1,66,12,0,0,10.8,25.29,4.2,60,25.8
18,15.3,22.5,12.1,1021.5,69,20,0,0,10.7,23.93,3.2,60,28.3
19.6,16.9,23.3,13.9,1019,71,10,0,0,10.7,22.25,3.4,30,17.4
20.9,18.1,24.5,16.3,1016.7,75,48,0,0,9.2,20.94,2.9,30,14.9
20.2,19.4,20.8,17.1,1014.8,83,88,2.4,0,0,3.38,0.6,30,21.8
22.1,20.1,25.1,19.1,1013.2,84,76,0,0,3.3,10.52,1.6,10,10.8
22.7,20.3,26.3,19.2,1014.8,81,39,0,2,9.4,20.08,3.3,90,9.6
19.5,18.6,22,16.9,1017.3,85,87,0,0,0,5.3,1.7,70,42.9
20.8,19.2,24.1,17.7,1016,83,85,0,0,4.9,15.54,2.6,50,24.9
22.8,20.7,25.6,20.2,1011.7,86,87,0,4,2.5,9.72,1.7,40,10.2
21.4,16.9,25.3,15.5,1013,70,55,0,0,6.2,16.12,5.2,360,25
18.7,14.5,24.1,8.2,1016.7,51,5,0,0,11.2,25.21,5,360,30.1
19.5,16.2,24.1,10.6,1016.9,57,9,0,0,10.7,23.19,3.4,360,18.8
20.5,17.2,24.7,14,1018.4,68,11,0,0,11,23.78,3.8,60,21.3
21.1,19.6,23.8,16.8,1018.9,77,78,0,0,4.7,15.72,3.5,60,28
21.7,20.5,24.5,15.6,1019.4,68,80,0,0,4.3,13.39,3.3,60,28.5
22.6,20.4,26.5,17,1018.3,71,69,0,0,6.8,15.75,3.2,30,11.7
22.8,20.8,26,17.7,1016.2,73,50,0,0,8.2,18.01,3.1,30,10.5
22.7,21,26.7,18.5,1014.7,77,41,0,0,8.7,21.47,3.2,70,15.3
22.9,21.1,27,18.8,1014.3,78,69,0,1,7.1,19.84,3.8,50,17.5
23.5,21.2,27.9,18.8,1015.4,76,46,0,1,9.9,22.84,5.2,80,17.1
23.5,21.4,27.5,16.3,1015.5,65,31,0,0,10.6,24.91,4.6,70,26
23.6,21.3,27.9,18.3,1014.5,73,51,0,0,9.7,22.33,4,40,11.3
24.3,21.5,28.7,18.4,1013.6,71,22,0,0,10.4,21.41,4.2,10,6.5
24.7,21.9,29.4,19.4,1013.6,74,38,0,0,10.8,24.17,4.6,120,4
24.7,22.6,28.5,20.4,1012.7,78,33,0,0,10.5,23.39,4.4,120,9.8
24.6,22.7,27.8,20.4,1011.6,78,57,0,0,8.8,19.13,4,110,7
22.3,17.5,26.6,16.5,1015.1,70,71,0,0,4.2,9.87,5.7,360,26.2
18,16.1,20.3,5.7,1023.6,45,88,0,0,0.5,7.23,4.2,10,38.7
20.1,16.3,24.9,9.9,1020.7,53,22,0,0,11.1,25.97,3.5,360,16.7
22,19,26.5,17.3,1017.6,75,43,0,0,10.7,24.16,3.9,60,17.4
23.8,21.1,28.5,19.7,1014.7,78,48,0,0,8,18.33,3.1,90,11
24.6,22.5,27.6,21.5,1012.3,83,75,0,0,2.2,12.24,2.3,130,9.9
25.6,23.9,28.1,22.1,1011.1,82,84,0,0,5.3,13.77,3,130,8.8
26.7,24.6,30.6,22.7,1011.7,79,71,0,0,6,17.88,4.2,130,11.9
26.7,25.2,29.9,22.8,1011.3,79,82,0,0,2,11.07,4.4,180,6.8
21,18.6,25.7,18.4,1014.2,85,89,17.2,4,0.9,5.34,2.3,350,21
18.5,17.5,19.4,16.4,1016.5,88,93,2,0,0,2.26,0.9,360,24.4
19.9,17.4,22.9,16.6,1017.1,82,90,0.2,0,0.5,8.59,1.6,10,19.1
22.5,21.1,25.6,18.3,1015.8,78,89,0.1,0,3.1,14.4,2.8,80,22.7
23.2,21.4,26.3,18.7,1014.6,76,78,0,0,8.4,21.03,4,70,21.7
23.2,22.5,26.2,20.2,1014.1,83,88,0,0,0.5,8.56,2.2,70,27.7
24.5,23,27.5,21.4,1013.1,83,83,0,0,4.6,17.23,3.3,60,21.4
25.2,23.7,29,22.6,1011.2,86,77,0,0,4.5,18.05,3.9,70,13.8
26.3,24.3,30.2,22.3,1009.2,79,77,0,0,7.1,19.69,4.7,130,7.6
25.2,23.9,26.7,22.5,1009.9,85,85,8.2,0,0.4,6.58,2.5,350,7.5
23.7,23.3,24.7,19.7,1012.1,79,85,0,0,0,4.02,1.4,70,26.9
23.4,22.7,24.6,20.4,1013.6,84,92,0.3,0,0,5.66,1.3,70,24
24.9,22.9,28.5,21.1,1015,80,86,0,18,1.7,12.84,2.5,40,11.6
24.5,23.1,26.4,21.6,1015,84,89,0.1,4,0.7,9.61,2.4,70,22.8
25.6,23.9,29.3,22.2,1013.3,82,74,0,0,7.8,21.98,4.2,70,14.4
26.1,24.6,29.2,23.4,1012.9,85,83,0,0,3.1,14.51,2.7,50,9.8
27.3,25.4,30.6,23.5,1012.5,80,76,0,0,6,17.4,3.8,80,6
27.9,25.6,31.8,23,1012.4,75,64,0,0,10.4,26.16,5.8,230,15.7
27.1,22.9,33.5,23.2,1014.1,80,82,1.9,5,7,17.66,5.2,80,26.5
23.8,22.1,25.1,20.6,1016.1,82,89,0.8,0,0.8,7.94,1.8,70,38
25.3,23.6,27.7,22,1015.5,82,86,0,0,4.2,16.39,3.1,60,24.7
27.6,25.4,31,23.7,1011.3,80,80,1,0,7.8,23.01,5.7,210,17.3
